"Handle"	"Funder Identifier lt. CrossRef"	"Funder-Info lt. CrossRef"	"Funder-Phrase lt. PDF"	"keine Funder-Angabe im PDF"
"10419/170577"	"'10.13039/501100004281'"	"'Narodowe Centrum Nauki'"	"This research was supported by National Science Centre, Poland (grant number UMO-2016/21/B/HS4/03016)."	
"10419/167898"	"'10.13039/501100002790'"	"'Canadian Network for Research and Innovation in Machining Technology, Natural Sciences and Engineering Research Council of Canada'"	"This research was supported by the Canada Research Chairs Program and grants from the Natural Sciences (Mailhot 101041, Mesfioui 261968)."	
"10419/176537"	"'10.13039/501100003621'"	"'Ministry of Science, ICT and Future Planning'"	"This research was supported by the MSIP(Ministry of Science, ICT and Future Planning), Korea, under the ITRC (Information Technology Research Center) support program(IITP-2016-H8601-16-1011) supervised by the IITP (Institute for Information & communications Technology Promotion)."	
"10419/216677"	"'10.13039/501100007136'"	"'Secretaría de Estado de Investigación, Desarrollo e Innovación'"	"This research was supported by the project ECO2016-75805-R from the Spanish Ministry of Economy and Competitiveness. An earlier version of this paper was presented at the 13th ifo Dresden Workshop on Macroeconom- ics and Business Cycle Research (Dresden January 25–26, 2019)."	
"10419/150518"	"'10.13039/501100001459'"	"'Ministry of Education - Singapore'"	"This research was supported by the Singapore Ministry of Education (MOE) Academic Research Fund (AcRF) Tier 1 grant."	
"10419/157804"	"'10.13039/501100000155'"	"'Social Sciences and Humanities Research Council of Canada'"	"This research was supported by the Social Sciences and Humanities Research Council of Canada (767-2015-2015, sshrc-crsh.gc.ca). "	
"10419/197226"	"'10.13039/100000049'"	"'National Institute on Aging', 'The Vitality Institute'"	"This research was supported by the Vitality Institute and the National Institute of Aging."	
"10419/176893"	"'10.13039/501100001663'"	"'Volkswagen Foundation'"	"This research was supported by the Volkswagen Foundation within the project ‘The Global Food Crisis – Impact on Wheat Markets and Trade in the Caucasus and Central Asia and the Role of Kazakhstan, Russia and Ukraine (MATRACC)’."	
"10419/195437"	"'10.13039/100000199'"	"'U.S. Department of Agriculture'"	"This research was supported by the Washington Agricultural Research Center and the USDA National Institute of Food and Agriculture Hatch grant WPN000275."	
"10419/167902"	"'10.13039/501100002962'"	"'Australian Research Council'"	"This research was supported under Australian Research Council’s Linkage Projects funding scheme (project number LP130100723). Furthermore, Benjamin Avanzi acknowledges financial support from an Australian School of Business Special Research Grant and Vincent Tu acknowledges financial support from an Australian Postgraduate Award and supplementary scholarships provided by the UNSW Australia Business School."	
"10419/195653"	"'10.13039/501100001809'"	"'National Natural Science Foundation of China'"	"This research work is supported by National Natural Science Foundation of China (grant ID: 71371155)."	
"10419/197468"	"'10.13039/501100000278'"	"'Department for International Development, UK Government'"	"This research work was carried out with financial and scientific support from the Partnership for Economic Policy (PEP) (www.pep-net.org) with funding from the Department for International Development (DFID) of the UK (or UK Aid), and the Government of Canada through the International Development Research Center (IDRC). "	
"10419/175614"		"'Netherlands government through NWO/WOTRO'"	"This study emanates from the field data of the WOTRO-COHEiSION Ghana project (2014). This project was funded by The Netherlands government through the of Ministry Foreign Affairs and the Science for Global Development (WOTRO) which is a division of the Netherlands Organisation for Scientific Research (NWO), under the Global Health Policy and Systems Research (GHPHSR) programme (Funding/grant number: W07.45.104.00). "	
"10419/150520"	"'10.13039/501100002347'"	"'Bundesministerium für Bildung und Forschung'"	"This study has been supported by the Bundesministerium für Bildung und Forschung (BMBF).
MK, JZ and JMS, who are authors, are employees of the Leibniz Universität Hannover (Center for Health Economics Research Hannover)."	
"10419/147755"		"'Conseil Supérieur pour la Formation et la recherche Stratégique (CSFRS) Agence Française de Développement'"	"This study is as a result of the financial support from CSFRS (Conseil Supérieur pour la Formation et la recherche Stratégique) and AFD (Agence Française de Développement) to IFRA—Nigeria for a sociopolitical Risks research study between Nigeria and Niger."	
"10419/196950"		"'Internal Grant Agency of Faculty of Business Administration, University of Economics in Prague'"	"This study is based on the seminar study for the graduate course of Research Methods in Business Administration (3CV401), thought at the University of Economics in Prague and it was also supported by Internal Grant Agency of Faculty of Business Administration, University of Economics in Prague, under no.: IP300040."	
"10419/206103"		"'Berkshire Media Sdn Bhd'"	"This study is funded by the University of Malaya external grant (provided by Berkshire Media Sdn Bhd) [Grant num- ber: PV003-2017]."	
"10419/147752"	"'10.13039/100007790'"	"'Central Connecticut State University'"	"This study is partially funded by CCSU’s Minority Retention and Recruitment Committee (MRRC) Grant. The author would like to thank the financial support for the travel funds provided by the MRRC grant."	
"10419/196932"		"'Federal University, Wukari, Nigeria'"	"This study is partly funded by Federal University, Wukari."	
"10419/196946"	"'10.13039/100005280', '10.13039/100005370', '10.13039/501100007521', '10.13039/100001095'"	"'American Association of University Women', 'American Institute for Contemporary German Studies', 'Université de Tunis', 'United States Institute of Peace'"	"This study is partly funded by the University of Sfax."	
"10419/209746"	"'10.13039/100010663'"	"'H2020 European Research Council'"	"This study is supported by the European Research Council Starting Grant (# 716350)."	
"10419/175609"		"'Netherlands Organization for Scientific Research'"	"This study received financial support from the Government of the Netherlands through the Netherlands Organization for Scientific Research (NWO/WOTRO) in the form of a research grant (Grant No. W07.45.104.00). "	
"10419/197257"		"'Merck BV, the Netherlands, an affiliate of Merck KGaA, Darmstadt, Germany.'"	"This study was a local study funded by Merck BV, the Netherlands, an affiliate of Merck KGaA, Darmstadt, Germany."	
"10419/175606"		"'Netherlands government through NWO/WOTRO'"	"This study was conducted with the financial support of The Netherlands government through the Ministry Foreign Affairs and the Science for Global Development (WOTRO) which is a division of the Netherlands Organisation for Scientific Research (NWO), under the Global Health Policy and Systems Research (GHPHSR) programme (Funding/grant number: W07.45.104.00). Funding recipient: Noguchi Memorial Institute for Medical Research (NMIMR), University of Ghana Legon.
International collaborators of this project include Amsterdam Institute for Global Health and Development (AIGHD), Netherlands; University of Amsterdam (UvA); Vrije University (VU), Amsterdam, Netherlands; University of Groningen, Netherlands. Local collaborators include: National Health Insurance Authority (NHIA), Ghana; Ministry of Health (MoH)/Ghana Health Service (GHS) and Christian Health Association of Ghana (CHAG)."	
"10419/175844"	"'10.13039/501100002347'"	"'Bundesministerium für Bildung und Forschung'"	"This study was financed through the TRAFOBIT project ‘The Role and Functions of Bioclusters in the Transition to a Bioeconomy’ (031B0020) under the call ‘Bioökonomie als gesellschaftlicher Wandel’ of the German Federal Ministry of Education and Research (BMBF)."	
"10419/169297"	"'10.13039/100004421'"	"'World Bank Group'"	"This study was financially supported by the World Bank’s Gender Assessment Program in the South Caucasus."	
"10419/200193"	"'10.13039/501100000781'"	"'European Research Council'"	"This study was funded by a Starting Grant from the European Research Council (Grant Number 313532)."	
"10419/175593"	"'10.13039/100004325'"	"'AstraZeneca'"	"This study was funded by AstraZeneca. "	
"10419/179073"	"'10.13039/100008762', '10.13039/501100010788'"	"'Genome Canada', 'Genome Prairie'"	"This study was funded by Genome Canada and Genome Prairie (grant number 2313)."	
"10419/175594"		"'Merz Pharmaceuticals GmbH'"	"This study was funded by Merz Pharmaceuticals Gmbh. GmbH, Frankfurt/ Main, Germany."	
"10419/216683"	"'10.13039/501100003542', '10.13039/100005156'"	"'Ministerium für Wissenschaft, Forschung und Kunst Baden-Württemberg', 'Alexander von Humboldt-Stiftung'"	"This study was funded by Ministry of Science, Research and the Arts of Baden-Württemberg under grant number 8809-12/206/1 and the Humboldt Foundation."	
