	handle	page_n	ne	type_ne	crossref_doi	crossref_phrase	pdf_phrase	funder
97	10419/150510	7	TEVA Pharma SLU		'10.13039/100006259'	'Teva Pharmaceutical Industries'	This study was funded by TEVA Pharma SLU. The authors would like to acknowledge the investigators of the Escala Study Group participating in the study. Medical writing support was provided by Dynamic SL during the preparation of this paper, funded by TEVA Pharma SLU.	Y
98	10419/150510	7	Dynamic SL		'10.13039/100006259'	'Teva Pharmaceutical Industries'	This study was funded by TEVA Pharma SLU. The authors would like to acknowledge the investigators of the Escala Study Group participating in the study. Medical writing support was provided by Dynamic SL during the preparation of this paper, funded by TEVA Pharma SLU.	Y
99	10419/150510	7	TEVA		'10.13039/100006259'	'Teva Pharmaceutical Industries'	This study was funded by TEVA Pharma SLU. The authors would like to acknowledge the investigators of the Escala Study Group participating in the study. Medical writing support was provided by Dynamic SL during the preparation of this paper, funded by TEVA Pharma SLU.	Y
100	10419/150510	7	SLU		'10.13039/100006259'	'Teva Pharmaceutical Industries'	This study was funded by TEVA Pharma SLU. The authors would like to acknowledge the investigators of the Escala Study Group participating in the study. Medical writing support was provided by Dynamic SL during the preparation of this paper, funded by TEVA Pharma SLU.	Y
101	10419/150513	11	Florida Department of Citrus			'Florida Department of Citrus'	"Research leading to this paper supported by the Florida Department of Citrus, Bartow, FL. Florida Agricultural Market Research Center, directed by
Dr. House, contracted with the Florida Department of Citrus for conducting marketing research related citrus issues. This study was a part of the contract. At the time this paper was prepared, Dr. Salois was an employee of the Florida Department of Citrus. This paper presents the work product, findings, viewpoints, and conclusions solely by the authors.
Support for this research was provided by the Florida Department of Citrus."	Y
102	10419/150517	12	USDA National Institute of Food		'10.13039/100005825', '10.13039/501100003725'	'National Institute of Food and Agriculture', 'National Research Foundation of Korea'	This research was funded by the Agriculture and Food Research Initiative of the USDA National Institute of Food and Agriculture, grant number 2011-68001-30014. This work was also partly supported by the National Research Foundation of Korea (NRF-2014S1A3A2044459).	Y
103	10419/150517	12	National Research Foundation of Korea		'10.13039/100005825', '10.13039/501100003725'	'National Institute of Food and Agriculture', 'National Research Foundation of Korea'	This research was funded by the Agriculture and Food Research Initiative of the USDA National Institute of Food and Agriculture, grant number 2011-68001-30014. This work was also partly supported by the National Research Foundation of Korea (NRF-2014S1A3A2044459).	Y
104	10419/150517	12	grant No.2011-68001-30014		'10.13039/100005825', '10.13039/501100003725'	'National Institute of Food and Agriculture', 'National Research Foundation of Korea'	This research was funded by the Agriculture and Food Research Initiative of the USDA National Institute of Food and Agriculture, grant number 2011-68001-30014. This work was also partly supported by the National Research Foundation of Korea (NRF-2014S1A3A2044459).	Y
105	10419/150517	12	USDA		'10.13039/100005825', '10.13039/501100003725'	'National Institute of Food and Agriculture', 'National Research Foundation of Korea'	This research was funded by the Agriculture and Food Research Initiative of the USDA National Institute of Food and Agriculture, grant number 2011-68001-30014. This work was also partly supported by the National Research Foundation of Korea (NRF-2014S1A3A2044459).	Y
106	10419/150518	14	Singapore Ministry of Education		'10.13039/501100001459'	'Ministry of Education - Singapore'	This research was supported by the Singapore Ministry of Education (MOE) Academic Research Fund (AcRF) Tier 1 grant.	Y
107	10419/150518	14	MOE		'10.13039/501100001459'	'Ministry of Education - Singapore'	This research was supported by the Singapore Ministry of Education (MOE) Academic Research Fund (AcRF) Tier 1 grant.	Y
108	10419/150520	8	Bundesministerium für Bildung		'10.13039/501100002347'	'Bundesministerium für Bildung und Forschung'	"This study has been supported by the Bundesministerium für Bildung und Forschung (BMBF).
MK, JZ and JMS, who are authors, are employees of the Leibniz Universität Hannover (Center for Health Economics Research Hannover)."	Y
109	10419/150520	8	ADHD		'10.13039/501100002347'	'Bundesministerium für Bildung und Forschung'	"This study has been supported by the Bundesministerium für Bildung und Forschung (BMBF).
MK, JZ and JMS, who are authors, are employees of the Leibniz Universität Hannover (Center for Health Economics Research Hannover)."	Y
110	10419/150520	8	BMBF		'10.13039/501100002347'	'Bundesministerium für Bildung und Forschung'	"This study has been supported by the Bundesministerium für Bildung und Forschung (BMBF).
MK, JZ and JMS, who are authors, are employees of the Leibniz Universität Hannover (Center for Health Economics Research Hannover)."	Y
111	10419/150521	9	Regional Research Funds Western Norway for financial support			'Regional Research Funds Western Norway'	Finally, we would like to express our thanks to the Regional Research Funds Western Norway for financial support.	Y
112	10419/150521	9	Regional Research Funds Western Norway			'Regional Research Funds Western Norway'	Finally, we would like to express our thanks to the Regional Research Funds Western Norway for financial support.	Y
113	10419/150521	9	Occupational Therapists			'Regional Research Funds Western Norway'	Finally, we would like to express our thanks to the Regional Research Funds Western Norway for financial support.	Y
114	10419/150521	9	grant No.229759			'Regional Research Funds Western Norway'	Finally, we would like to express our thanks to the Regional Research Funds Western Norway for financial support.	Y
115	10419/152360	23	Eduworks Marie Curie Initial Training Network Project		'10.13039/501100004963'	'Seventh Framework Programme (BE)'	The present work received the financial support of the Eduworks Marie Curie Initial Training Network Project (PITN-GA- 2013-608311) of the European Commission’s 7th Framework Program. All work reported in this article has benefited from discussions and collaborations developed within the project.	Y
116	10419/152360	23	European Commission ’s 7th Framework Program		'10.13039/501100004963'	'Seventh Framework Programme (BE)'	The present work received the financial support of the Eduworks Marie Curie Initial Training Network Project (PITN-GA- 2013-608311) of the European Commission’s 7th Framework Program. All work reported in this article has benefited from discussions and collaborations developed within the project.	Y
117	10419/152362	24	grant No.15K17072		'10.13039/501100001691'	'Japan Society for the Promotion of Science (JP)'	This study was funded by the Japan Society for the Promotion of Science (grant number 15K17072).	Y
118	10419/152365	30	National Natural Science Foundation of China		'10.13039/501100001809'	'National Natural Science Foundation of China (CN)'	"We would like to thank www.xmrc.com for providing the data, the editor and two anonymous referees for helpful comments. This research is supported by the National Natural Science Foundation of China through Grant No. 71203188, titled ""Impacts of Hukou, Education and Wage on Job Search and Match: Evidence Based on Online Job Board Microdata""."	Y
119	10419/152365	30	Grant No.71203188		'10.13039/501100001809'	'National Natural Science Foundation of China (CN)'	"We would like to thank www.xmrc.com for providing the data, the editor and two anonymous referees for helpful comments. This research is supported by the National Natural Science Foundation of China through Grant No. 71203188, titled ""Impacts of Hukou, Education and Wage on Job Search and Match: Evidence Based on Online Job Board Microdata""."	Y
120	10419/152365	30	Job Search		'10.13039/501100001809'	'National Natural Science Foundation of China (CN)'	"We would like to thank www.xmrc.com for providing the data, the editor and two anonymous referees for helpful comments. This research is supported by the National Natural Science Foundation of China through Grant No. 71203188, titled ""Impacts of Hukou, Education and Wage on Job Search and Match: Evidence Based on Online Job Board Microdata""."	Y
121	10419/152365	30	Online Job Board Microdata		'10.13039/501100001809'	'National Natural Science Foundation of China (CN)'	"We would like to thank www.xmrc.com for providing the data, the editor and two anonymous referees for helpful comments. This research is supported by the National Natural Science Foundation of China through Grant No. 71203188, titled ""Impacts of Hukou, Education and Wage on Job Search and Match: Evidence Based on Online Job Board Microdata""."	Y
